,artist_name,title,album,lyrics,date,url
57,ProfJam,Minha Zona,The Big Banger Theory,"Já viste e ouviste tudo, já nada te impressiona...
Então se sentes isso, vem ter comigo à minha zona
Ter comigo à minha zona
Ter comigo à minha zona
Ter comigo à minha zona
Vem ter comigo à minha zona
Já viste e ouviste tudo, já nada te impressiona...
Então se sentes isso, vem ter comigo à minha zona
Ter comigo à minha zona
Vem ter comigo à minha zona
Ter comigo à minha zona
Vem ter comigo à minha zona

Props p'a lissabona, city que me emociona
De norte a sul tudo é bem vindo na minha zona
Na minha zona
Na minha zona
De norte a sul tudo é bem vindo na minha zona

Já viste e ouviste tudo, já nada te impressiona...
Então se sentes isso, vem ter comigo à minha zona
Ter comigo à minha zona
Vem ter comigo à minha zona
Ter comigo à minha zona
Vem ter comigo à minha zona!

Yeah, shout out to telheiras city nigga
Bairro 3 krew... ahahaahahahah",2014-06-06,https://genius.com/Profjam-minha-zona-lyrics
58,ProfJam,THuga,The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-thuga-lyrics
59,ProfJam,DarkSide,---,,2013-05-10,https://genius.com/Profjam-darkside-lyrics
60,ProfJam,Uma Cidade,Profecia,,2012-11-07,https://genius.com/Profjam-uma-cidade-lyrics
61,ProfJam,Dope Boy (Auto-Tune Freestyle),The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-dope-boy-auto-tune-freestyle-lyrics
62,ProfJam,Contraste,---,"O monólogo será transcrito quando estiver disponível online

O que é isto perguntam vocês, mais importante será questionar o que é que vocês irão ver. Quanto a isso direi pouco, apenas digo que iremos assistir a um momento insólito de um artista que é ele também um pouco insólito. Peço apenas que tentem compreender as palavras que se seguem sem preconceitos e mal entendidos.

Esquecemo-nos da cruz
Todos falamos da esquerda e da direita
da esquerda contra a direita
falamos pela esquerda e pela direita
sem nunca falar do cimo e do baixo
Conseguimos convencer o homem que é primo do macaco
e esquecer que é irmão do seu irmão e da sua irmã
Claramente mastigamos a maçã
ingerimos o fruto proibido dentro do nosso jardim
mesmo  Dele
Digerimos e digerimos sem já nunca pensar em expelir
defecar, vomitar ou cuspir
se eu sou rapper  então dropa a puta do beat
Caga nisso",2020-02-12,https://genius.com/Profjam-contraste-annotated
63,ProfJam,Psy Co.,---,"Queres dar pa' crazy?
Então entra no carrossel
Parece que anda tudo à roda
À nora, à espera que eu revele
O que vai na minha cabeça
Não esperes que seja limpo
Impulso entra no circuito
Eu já nem o choque sinto
Parece que virei máquina
Teoria mata a pratica
Farto da pragmática
No meu quarto faço magica
Mente acrobática
Faço saltos analíticos
Penso em matemática
Cago d'alto pa' políticos
Demagogia guia o povo
Já controlam o que odeias
Cuidado ca' pata do polvo
Lutam por causas alheias
Não respiro o vosso ar
Tenho ideias em apneias
Por isso escusas de apontar
Se quando eu passo tu anseias
Com as mão entalei as veias
De quem baleias fez sereias
Falo de mentes, não de babes
Das revistas que tu folheias
Quando o caralho manuseias
É estranho mas não é bizarro
Bizarro é teres catarro
Porque não largas o cigarro
Mas vícios todos têm
Seja ele o de não ter vicio
No inicio é fictício
Mas depois vira vitalício
No meu caso o precipício
É ter um cérebro de silício
Começou por ser suplicio
Mas agora é artificio
Já o tornei num beneficio
Pa' não ser desperdício
Pode um dia é ser propicio
Que vá para um hospício
Mas isso eu já nem sei
E duvido que algum dia saiba
Já lá podia ter dentro
Pensado que não 'tava
Universo paralelo?
O meu é perpendicular
Atravesso a existência
Nem sei em qual estar
Entro na tua cabeça pelo ouvido
Instantâneo
Vandalizo a tua mente
Mando tags no teu crânio
Trago biqueira d'aço
Pa' dar kicks na parede sacra
Um frontal no teu frontal
Pa' te abrir o sexto chakra
Pa' veres se vês o mundo todo
Não apenas o que massacra
Escusas de dar pa' bravo
Que eu já vi que tens parte fraca
Por isso escondes-te na estética
Eu trago a serra eléctrica
Corto-te aos bocados
E ponho te em ordem alfabética
Abdómen, braços
Cabeça, mãos, pés e pernas
Meto num saco na geleira
Pa' ainda ver se hibernas
E um dia tiro tudo
Lavo e coso peça à peça
Meto eléctrodos na carola
Dou carga a ver se começa
Pode ser que aí vejas
Depois de voltares dos mortos
Que a puta da tua sina
Não depende só dos outros
Agarra o comando da tua vida
Mas não faças batota
Usar cheats fode a tola
E depois viras uma anedota
Tenho uma mente devota
A encontrar a minha rota
E agora sei que a minha rota
É criar a minha rota
E a minha rota é uma
Quota da tua e a tua da minha
Se queres negar isso
Tas com problema que eu tinha
Mas eu percebo, entendo
A sério, juro, difícil esse equilíbrio
Ando numa corda bamba a procura do delírio
Sinto os sentidos entupidos
Por shits que não interessam
Quero beats fudidos
Com bits pa' minha cabeça
São muitos os que falam
Só lhes falta o ritmo
Minha missão nesta vida
Explorar cada algoritmo
Passo a passo em direção ao desconhecido
Psy co. - pips que se acha quando está perdido
Eu posso ser maluco
Ao menos não sou como a norma
A norma dá te a forma que quer
Nunca a que forma
Grandes pensamentos
Filosofia do meu tempo
Corpo num lago gelado
Mas consigo sentir o quente
Um dia estarei na morgue
Morde a corda se doer
Rigor mortis forte instala-se
No meu corpo sem mexer
E vê-se aí pensas em guita
Ou se pensas no toque humano
Quero ser zombie, morto-vivo
Aí via o meu engano
Voltava atrás e abraçava
Toda a gente que não abracei
Beijava-a sem pensar
Como eu nunca a beijei
Sei que nada abala aquilo que sinto
Mas tudo abala aquilo que sei
Fala encrava, é instinto no labirinto que eu criei
Gritas mayday, apocalipse interior
Tens medo do que aí vem
Mas vira o peito ao terror
Acredita, não te toca
E se toca já 'tas à espera
Não tenhas medo do resto, tu já és a maior fera
E aí o medo desespera, porque já não se apodera
Pudera, com tanto treino que fizeste na tua esfera
Sincera-mente
Sê sincero, não mintas
Qualquer cenário é melhor que aquele que tu pintas
Teorias da conspira-ção
São gatos de Schrödinger
Afundas duvidas na pinga e eu é que sou wack singer
E eu é que sou wack singer...
Fuck that shit!

""I suppose that one might say that, throughout history, great visionaries have been accused of being mad...
They have. they've been many who have been actually insane and many who give that appearance and yet they actually were tremendously creative and were the creators of new cultural thrusts
Hmm hmm...
So it seems that, in times of cultural change, that's been the visionaries come-up and they have a task to do, in their case.""",2012-08-21,https://genius.com/Profjam-psy-co-lyrics
64,ProfJam,Allah,---,,2010-02-27,https://genius.com/Profjam-allah-lyrics
65,ProfJam,Conversas,---,"Deixa-me cuspir, tenho lava na boca
Podes assistir, já que 'tás com água na boca
'Tás com fome, né? Pareces o resto do país
Aqui 'tás mais fora do que um tuga em Paris
A vaca 'tá magra, mas já não dá 'pa top model
'Tá tipo carocha e dessa já não queres o móvel
Nós não engordamos e a pala disso o rapper fica phat
Porque fala a realidade que o político compromete
Antes geração rasca, agora à rasca ficou
'Pa quê estudar boy? Dá mais guito ser dilon
Criticas quem critica, isso é crítica da crica
Política identifica e pica a ferida de quem abdica
E a gente rica fica e rubrica mais cheques que tu suportas
Não marcho contra os canhões, marcho contra aquele que tu votas
Então paga mais taxes, enquanto eu fujo 'pó Texas
Não tenho agenda política, mas 'tou cheio de conversas

Isto é a tuga, tem cuidado
Isto é a tuga, tem cuidado
Isto é a tuga, tem cuidado
Isto é a tuga, é só conversas

Quem estuda é roubado, quem rouba é perdoado
Olhem para o estado que se encontra o nosso estado
Não dá 'pa acreditar, será q'ainda somos Europa?
Eu vou ficar é high, enquanto o nosso povo dropa
Então coloca a broca na boca, carola fica oca
Preocupação fica pouca enquanto o fumo faz a voz rouca
Vida louca, põe a touca, tanta moca que sufoca
Assim, 'pa frente, só 'co carro que reboca
País atolado, perdeu a gota a meio da pista
Há 9 séculos formado, fomos país de conquista
Agora o puro tuga vê a bola e coça as bolas
O outro que é mais esperto vai roubar gente em Angola

O que é que é isto? O que é que é isto?
Onde é que eu estou? O que é isto? Não dá 'pa acreditar, foda-se

Terceiro mundo não, é mais o mundo em terceira
No quarto ponho a quarta, a caminho da derradeira
Futuro só com guito mas guito só no futuro
Se somos o cu da Europa, já nos alagaram o furo",2011-03-22,https://genius.com/Profjam-conversas-lyrics
66,ProfJam,A Luta do Rap,---,,2009-11-17,https://genius.com/Profjam-a-luta-do-rap-lyrics
67,ProfJam,Ponteiro,---,"Sou ponteiro, tic toc, ando sempre a girar
Se acordo num sítio, é noutro que me vou deitar
Vivo nessa órbita dentro dum mostruário
Querem me dar corda mas eu não sou ótario
A mim ninguém me pega e eu é que escolho a pilha
Parado há 20 anos, mas já corri muita milha
Sempre no mesmo sítio, não me interessa a corrente
Se eles soubessem o caminho isto 'tava bem diferente
Não me chames rebelde, sou apenas um ponteiro
Tenho a seta 'pa cima, outros acertam no dinheiro
Eu ando no relax, mas o meu grilo vai mais fast
Consciência não descansa, quer sempre saber o resto
Será que presto? Se nem sei que horas são
Sou somente avaliado pela minha posição
É tudo relativo, eu avanço no meu atraso
O processo cognitivo é 110 por cento acaso
Aprendizagem rítmica, sem pressas nem demoras
Se eu olhar para cima, vejo Deus a ver as horas
Mas o meu caso é diferente, porque é meu
E o teu caso é diferente, porque é teu

Clockworks will get inside your mind
'cause we be constantly moving forward like time
Clockworks will get inside your mind
'cause we be constantly moving forward like time
We never ask the crowd to jump, we kick a rhyme
Then we'll ask you to use your mind
We never ask the crowd to jump, we kick a rhyme
Then we'll ask you to use your mind

O tempo é essência, a gestão dele é vida
Meditação tem carência, acaba sendo devolvida
Se tu não acreditas - para o teu movimento
Porque quando tu meditas colocas pausa no tempo
Sou peça dum mecanismo que pode já não ter concerto
Apareci aqui no meio, agora aqui inverto
Toda a situação, ponteiro aponta mensagem
Alívio a tensão, boto óleo na engrenagem
Sempre preocupado, sem pensar no pagamento
Ligeiramente assustado quando na cara sinto o vento
Vem aí a tempestade ou outro contratempo
Vou ter que fazer mais força, apontar com mais alento
Cumprir a minha função que não escolhi nem destinei
Ilusão de escolha porque o que eu queria era ser rei
Mas eu já nem penso nisso, entre noticias e novelas
Sinto me um fantoche entretido por marionetas
Sou grão numa ampulheta, parcela num digital
Sozinho não sou nada, enquadrado sou genial
Sempre a cair, a girar nesta confusão
Mas de dar tantas voltas já perdi toda a noção
Se apontar 'pas 12, p'alguns são 6 da tarde
Se apontar 'pas 6 da tarde, pa outros são 6 da manha

Clockworks will get inside your mind
'cause we be constantly moving forward like time
Clockworks will get inside your mind
'cause we be constantly moving forward like time
We never ask the crowd to jump, we kick a rhyme
Then we'll ask you to use your mind
We never ask the crowd to jump, we kick a rhyme
Then we'll ask you to use your mind",2012-05-28,https://genius.com/Profjam-ponteiro-lyrics
68,ProfJam,One Luv,---,"Yo
One luv
ProfJam
Tava mesmo a precisar de escrever uma coisa assim
Nem fazes ideia

Hey yeah, one luv a todos os que me ajudaram
Ameaçavam bazar mas no fim sempre ficavam
Partilhavam palavras e sempre incentivavam
Diziam que eu era bom, até quando eu duvidava
Deram-me apoio, ouvidos conselhos e até beats
Pedia companhia nos frios e planeava feats
Com o Spit, Dove, Bright, Chavez, Paiva, Zé e Leo G
Até o mano só por minutos foi MC
Ganhei uma atitude que mais tarde teria nome
ProfJam, o professor era o cognome
Jam tipo session
Jameta tipo boom
Escalava uma montanha que agora sei não ter cume
Tudo começou com rimas ditas há bué de tempo
Ainda com voz de puto
Pergunta só ao mano Pente
Mas como diria Darwin, tudo tem evolução
Se era fogo que ateava, agora ando de avião
 x2
Porque sem fellas não pode haver fun
E para os jealous, fuck what they want
My body estão cá e já não sai
Podes somar bué de guito aos fakes, depois subtrai

Não sei bem porquê, mas foi assim que Deus me fez
Resolvi gravar, comprei um mic no chinês
Mas como gravava mal, apanhei mais dois ou três
Acabei por investir 50 num daqueles à KJs
Era bacano e safava
O resto não importava
Só precisava do software para editar o que gravava
Nunca tive produtores, editores nem escritores
O rap é todo meu os beats roubo a outros autores
É o quê? Vais-me processar?
Só roubo os que eu gosto e os que eu vou usar
Queria alguns sons que não saíram lá para fora
O sound não tinha qualidade como tem agora
Perfecionista a meu jeito, até a rima é perfeita
Enquanto a tua rima quina porque já vem pré-feita
Tem calma
Olha como já sou pausado
Licenciado no rap e no freestyle um mestrado
 x2
Porque sem fellas não pode haver fun
E para os jealous, fuck what they want
My body estão cá e já não sai
Podes somar bué de guito aos fakes, depois subtrai

2010 novo ano, acabou-se a brincadeira
Nenhum sou nenhum Tony mas quero ter uma carreira
Não tenho nenhum sotaque à latino, nem grande indumentária
Mas desde 2008 que o controlo se mantém na área
É certo, não sou bad mas não sou nenhum pesado
Ya tou sempre na street, mas sempre com cuidado
Eu tenho a minha tropa, e a ela devo tudo
Porque me tornaram homem quando era só mais um miúdo
Bué extrovertido, mas incompreendido
Um puto nascido com um sexto sentido
Não vejo mortos, mas morria por isto
Rap em videoclips boy, eu não desisto
Não vês a minha cara, nem sabes de onde venho
Fotos pausadas não tenho, por isso faço-te um desenho
Um puro puto que por tudo luto e ajudo
Não faço jogo sujo porque o meu skill limpa tudo
My body estão cá
E já não sai, podes somar bué de guito aos fakes, depois subtrai

Porque sem fellas não pode haver fun
E para os jealous, fuck what they want
My body estão cá e já não sai
Podes somar bué de guito aos fakes, depois subtrai

Propz para toda a gente
Que não rappa, nem canta
Mas que todos os dias me motiva para fazer a minha cena
Bairro 3 Krew
Telheiras City
One luv",2010-01-18,https://genius.com/Profjam-one-luv-lyrics
69,ProfJam,A Vida é Única,---,"Encho o copo de uma substância que não é água
Transparentemente olho, lágrima de mágoa
Penso logo existo, nah, existo então penso
Equilibro o momento, eu sou um contrapeso
Reflexo da nossa mente é o que aparentamos
E sem nexo nem tento ficar onde estamos
Continuo 'pa frente, o navio não abandono
Em marcha lenta vou embora não me dê sono
E vou bebendo, sem nunca saciar a sede
Porque viver é um vicio que cedo logo prende
Portanto não exijo nada, sem ser autoestima
Largo tinta na estrada de escrever tanta rima
Mas no fim, a vida não é só contas
É aquilo que mostras por mais que te escondas
Então não fujas, agarra a vida no instante
Aproveita a viagem e segue sempre adiante
 x2
A vida é única, pensa nisso
Então não quebres nenhum compromisso
A vida é única e penso nisso
Não posso viver uma vida que desperdiço

Há dias que nem penso, entro automático
Mas cada dia é diferente e matemático
A vida é aleatória, mas não o é a 100%
Eu sei disso porque me ouves neste momento
Preciso e precioso, nada disto é acaso
É o chamamento pontual num cósmico atraso
É o ser, a partilha, a vivência duma história
Que nem senilidade apaga da tua memoria
Porque o que és é físico, elétrico e algo mais
Essa parte que ninguém explica, pergunta aos teus pais
É um laço profundo, não me digas que é química
A tua vida não tem só uma parte cientifica
Transcende tudo isso, todos temos significado
Para quê falar se ninguém te ouve do outro lado
Sem os outros não existes, lembra-te e não te esqueças
Não penses só por ti, pensas com as outras cabeças
 x2
A vida é única, pensa nisso
Então não quebres nenhum compromisso
A vida é única e penso nisso
Não posso viver uma vida que desperdiço

Todos somos um, e o um é perfeito num todos
Sem o infinito, não faz sentido seres um
E sem identidade não faz sentido existirmos
Vamos todos ser um, sendo cada um uma parte do todo
Diferentes, mas iguais, dispensáveis, mas essenciais...",2010-09-13,https://genius.com/Profjam-a-vida-e-unica-annotated
