,term,description,level,synonym,scale
4063,,não fazer nada, coloquial, não fazer a ponta de um corno; não fazer um chavelho; não fazer nestum; não fazer nenhum,1
4064,,, calão,none,2
4065,não ver jeito de,não ver ocasião ou modo de algo se realizar,none,none,0
4066,não ver népia,não ver nada,none, não ver bóia; não ver um palmo à frente do nariz,0
4067,não ver razão,,none,none,0
4068,não ver um palmo à frente do nariz,não ver nada,none, não ver népia; não ver bóia,0
4069,não ver vivalma,,none,none,0
4070,não vir à luz do dia,"não vir a público, não ser contado a ninguém, ser esquecido",none, ficar na gaveta; ficar na prateleira; no rol do esquecimento,0
4071,na praça pública,,none,none,0
4072,,, calão carroceiro,,3
4073,na real gana,,none,none,0
4074,nariganga,nariz,none, batata; penca,0
4075,nariz furado ao contrário,ex.:,none,none,0
4076,nariz de papagaio,patt:,none,none,0
4077,nariz torcido,patt:,none,none,0
4078,narsa,"ficar bêbado, beber de mais",none," bebedeira; carraspana; ramada; puta; piela; encher a cara; entornar o barril; entornar o caneco; ir
          a trocar o passo; lamber o garrafão; buba; tosga; derrubar a adega; estar com um grão na asa; estar
          com dois dedos de gramática; tomar um porre; encharcado",0
4079,nas barbas,,none,none,0
4080,nasceram um para o outro,,none,none,0
4081,nascer com o cu virado para a Lua,"pessoa a quem tudo corre bem, com imensa sorte (amor, jogo, emprego) sem precisar de se esforçar
        ", calão, sortudo,2
4082,nascer em berço de ouro,"pessoa que nasceu rica e em boas famílias, a quem tudo foi dado",none,none,0
4083,nascer uma alma nova,,none,none,0
4084,nascida,pequena mancha escura na pele,none, sinal; ponto negro,0
4085,nas calendas gregas,"&bullet; um dia que nunca chegará, nunca",none, lá para o ano dois mil; no dia de são nunca à tarde; quando o rei faz anos,0
4086,na sombra,,none,none,0
4087,nas ruas da amargura,"&bullet; estar deprimido, estar num mau período",none," pela hora da morte; andar aos caídos; estar na mó de baixo; estar em baixo; estar numa pior; estar
          na pior",0
4088,nas pontas dos pés,,none,none,0
4089,nauseabundo,"aquele ou aquilo que exala mau cheiro ou causa náusea (por razões físicas, psicológicas ou
          comportamentais) ,",none," fedorento; asqueroso; abjecto; malcheiroso; fétido; nojento; putrefacto; podre; piolhoso;
          piolhento; tinhoso; andrajoso",0
4090,navalha,,none, naifa; aço; fava; facalhão; ponta e mola,0
4091,necessitar como de pão para a boca,,none,none,0
4092,negociatas,"obscuras actividades diplomáticas, frequentemente ligadas a favores, chantagens e corrupções, que
          conseguem alcançar benefícios e alterar até a história",none, manobras nos bastidores,0
4093,negócios escuros,"&bullet; referente offshores, malas de dinheiros, conselhias e outros negócios de legalidade
          duvidosa",none, jotasocrático; filosofia jsocrática,0
4094,nem 8 nem 80,,none, nem oito nem oitenta; nem tanto ao mar nem tanto à terra; nem tanto nem tão pouco,0
4095,nem à quinta facada,expressão de negação veemente.,none, nem que a vaca tussa; nem que te fodas; nem pensar; nem que me matem; nem que chovam picaretas,0
4096,nem assim nem assado,,none,none,0
4097,nem carne nem peixe,"diz-se de alguma coisa ou alguém que é ambíguo, nada afirmativo, que é cobarde a assumir uma posição
        ",none, nem peixe nem carne,0
4098,nem dado,,none,none,0
4099,nem de perto nem de longe,,none,none,0
4100,nem mais nem menos,precisamente,none,none,0
4101,nem mas nem meio mas,,none,none,0
4102,nem oito nem oitenta,,none, nem 8 nem 80; nem tanto ao mar nem tanto à terra; nem tanto nem tão pouco,0
4103,nem o pai morre nem a gente almoça,,none,none,0
4104,nem para trás nem para diante,,none,none,0
4105,nem peixe nem carne,"diz-se de alguma coisa ou alguém que é ambíguo, nada afirmativo, que é cobarde a assumir uma posição
        ",none, nem carne nem peixe,0
4106,nem pensar,expressão de negação veemente.,none," nem que a vaca tussa; nem que te fodas; nem que me matem; nem à quinta facada; nem que chovam
          picaretas",0
4107,nem por isso,,none,none,0
4108,nem por sombras,negação completa,none,none,0
4109,nem que a vaca tussa,expressão de negação veemente.,none, nem que te fodas; nem pensar; nem que me matem; nem à quinta facada; nem que chovam picaretas,0
4110,nem que chovam picaretas,expressão de negação veemente.,none, nem que a vaca tussa; nem que te fodas; nem pensar; nem que me matem; nem à quinta facada,0
4111,nem que me matem,expressão de negação veemente.,none," nem que a vaca tussa; nem que te fodas; nem pensar; nem à quinta facada; nem que chovam picaretas
        ",0
4112,nem que te fodas,expressão de negação veemente., calão carroceiro," nem que a vaca tussa; nem pensar; nem que me matem; nem à quinta facada; nem que chovam picaretas
        ",3
4113,nem rasto,nem sinal (de pessoa ou coisa) ,none, nem sombra,0
4114,nem se fala!,,none,none,0
4115,nem sim nem sopas,diz-se para comentar situações de hesitação,none,none,0
4116,nem só de pão vive o homem,,none,none,0
4117,nem sombra,nem sinal (de pessoa ou coisa) ,none, nem rasto,0
4118,nem tanto ao mar nem tanto à terra,,none, nem 8 nem 80; nem oito nem oitenta; nem tanto nem tão pouco,0
4119,nem tanto nem tão pouco,,none, nem 8 nem 80; nem oito nem oitenta; nem tanto ao mar nem tanto à terra,0
4120,nem tem espinhas!,&bullet; assunto ou actividade fácil,none,,0
4121,nem tudo são rosas,,none,none,0
4122,nem uma nem duas,,none,none,0
4123,nem uma sede de água,,none,none,0
4124,nenhures,em sítio longínquo,none, no meio do nada; nos quintos do inferno; no quinto caraças,0
4125,népia,"absolutamente nada, negar algo",none," neps; nestes; nicles; bitocles; nicles de bitocles; nerones; coisa alguma; nadinha de nada;
          coisíssima nenhuma",0
4126,neps,é um:,none," népia; nestes; nicles; bitocles; nicles de bitocles; nerones; coisa alguma; nadinha de nada;
          coisíssima nenhuma",0
4127,nerones,"absolutamente nada, negar algo",none," neps; népia; nestes; nicles; bitocles; nicles de bitocles; coisa alguma; nadinha de nada;
          coisíssima nenhuma",0
4128,nervos à flor da pele,pessoa que se irrita facilmente,none,none,0
4129,nervos em franja,,none,none,0
4130,nervoso miudinho,,none,none,0
4131,néscio,é um:, erudito," cretino; imbecil; idiota; burro; badameco; besta; camelo; calhau; cavalgadura; abécula; alimária;
          asno; estúpido; borrego; abantesma; estafermo; energúmeno; sendeiro",0
4132,nêspera,é um:,none, magnório,0
4133,nessa não caio eu,,none,none,0
4134,nestes,"absolutamente nada, negar algo",none," neps; népia; nicles; bitocles; nicles de bitocles; nerones; coisa alguma; nadinha de nada;
          coisíssima nenhuma",0
4135,nicles,"absolutamente nada, negar algo",none," neps; népia; nestes; bitocles; nicles de bitocles; nerones; coisa alguma; nadinha de nada;
          coisíssima nenhuma",0
4136,nicles de bitocles,"absolutamente nada, negar algo",none," neps; népia; nestes; nicles; bitocles; nerones; coisa alguma; nadinha de nada; coisíssima nenhuma
        ",0
4137,ninguém fica para semente,toda a gente morre,none,none,0
4138,ninguém merece!,,none,none,0
4139,ninharia,coisa de pouco valor ou de baixo preço,none, léria; bagatela; medalha de cortiça,0
4140,ninho,órgão sexual feminino, calão carroceiro," cona; pipi; pito; pitaço; pirona; rata; vagina; parreco; pombinha; racha; febra; entrefolhos;
          mexilhão; ostra; greta; pachacha; patareca; passarinha; perseguida; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",3
4141,ninja,"indivíduo extremamente robusto e guerreiro, normalmente com pouca cabeça",none, rambo,0
4142,nível de vida,,none,none,0
4143,no bem bom,,none,none,0
4144,no cabo do mundo,,none,none,0
4145,nó cego,situação com difícil resolução,none,none,0
4146,no dia de São Nunca à tarde,nunca,none,none,0
4147,no dia de são nunca à tarde,"&bullet; um dia que nunca chegará, nunca",none, lá para o ano dois mil; nas calendas gregas; quando o rei faz anos,0
4148,nódoa negra,patt:,none,none,0
4149,no fim de contas,,none,none,0
4150,noite alta,muito tarde na noite,none, noite cerrada; a altas horas da noite; lá para as quinhentas,0
4151,noite cerrada,muito tarde na noite,none, noite alta; a altas horas da noite; lá para as quinhentas,0
4152,noite e dia,sempre,none,none,0
4153,nojento,"aquele ou aquilo que exala mau cheiro ou causa náusea (por razões físicas, psicológicas ou
          comportamentais) ,",none," fedorento; asqueroso; abjecto; malcheiroso; fétido; nauseabundo; putrefacto; podre; piolhoso;
          piolhento; tinhoso; andrajoso",0
4154,,, calão,,2
4155,,,none,,0
4156,nome de guerra,,none,none,0
4157,no meio de nenhures,diz-se de um sítio muito longe,none," n3; ficar lá para os quintos dos infernos; morar em casa do Diabo mais velho; cascos de rolha;
          ficar para lá do sol posto; mais longe que o caralho mais velho; onde o Diabo perdeu as botas;
          depois do fim do mundo; para lá de Santa Cona do Assobio; onde Judas perdeu as botas",0
4158,no meio do nada,em sítio longínquo,none, nenhures; nos quintos do inferno; no quinto caraças,0
4159,no melhor da festa,,none,none,0
4160,no melhor dos mundos,,none,none,0
4161,nome feio,insulto carroceiro,none,none,0
4162,no mesmo instante,,none,none,0
4163,nó nas tripas,,none,none,0
4164,no papo,,none,none,0
4165,no pino do Verão,,none,none,0
4166,no que me toca,no que me diz respeito,none,none,0
4167,no que toca,,none,none,0
4168,no quinto caraças,em sítio longínquo,none, nenhures; no meio do nada; nos quintos do inferno,0
4169,nora,adivinha:,none,none,0
4170,,,none,,0
4171,nos braços de Morfeu,,none,none,0
4172,nós dos dedos,,none,none,0
4173,no segredo dos deuses,em sigilo total,none,none,0
4174,nos nossos dias,,none,none,0
4175,nos quintos do inferno,em sítio longínquo,none, nenhures; no meio do nada; no quinto caraças,0
4176,Nosso Senhor,Deus,none,none,0
4177,nos trinques,ex.:,none,none,0
4178,nota falsa,patt:,none,none,0
4179,nota também pode ser usado com conotações libidinosas,"em tempos de necessidade, tudo se aproveita",none,none,0
4180,no tempo dos Afonsinhos,,none,none,0
4181,notícia fresca,patt:,none,none,0
4182,no tocante,,none,none,0
4183,novato,emprega-se para todo o novato em qualquer coisa,none, maçarico; caloiro; principiante,0
4184,novo em folha,coisa nova,none, acabado de estrear,0
4185,nu,"sem roupa, despido",none," em pêlo; em pelote; nuzinho da Silva; como veio ao mundo; estar como Deus o deitou ao mundo; estar
          em couro; pelacho",0
4186,nuestros hermanos,é um:,none, coño,0
4187,num abrir e fechar de olhos,em muito curto espaço de tempo,none, num ápice,0
4188,,"estado relaxado, feliz, calmo",none, na maior; numa boa; estar feliz da vida,0
4189,numa palavra,resumindo,none,none,0
4190,num ápice,num instante, erudito, em menos de nada; em menos de um fósforo,0
4191,numa roda-viva,&bullet; ter muito (demasiado) que fazer,none," num corropio; andar numa fona; andar em bolandas; aos trancos e barrancos; andar numa correria; não
          chegar para as encomendas; não dar vazão; não dar saída; não dar conta do recado; não saber para
          onde se voltar; andar em pancas",0
4192,num corropio,&bullet; ter muito (demasiado) que fazer,none," numa roda-viva; andar numa fona; andar em bolandas; aos trancos e barrancos; andar numa correria;
          não chegar para as encomendas; não dar vazão; não dar saída; não dar conta do recado; não saber para
          onde se voltar; andar em pancas",0
4193,,"quantia monetária, normalmente em euros",none,,0
4194,,"quantia monetária, normalmente em euros",none,,0
4195,paus,"quantia monetária, normalmente em euros", arcaico ( anos 70 ),,0
4196,números redondos,,none,none,0
4197,num pulo,,none,none,0
4198,nunca fiando,é um:,none,none,0
4199,"nunca, jamais, em tempo algum",,none,none,0
4200,nunca mais é sábado,expressão de aborrecimento com um trabalho que não se quer fazer,none,none,0
4201,nunca metas o segundo golo antes do primeiro,é um:,none,none,0
4202,nunca o vi mais gordo,nunca o vi,none,none,0
4203,nuzinho da Silva,"sem roupa, despido",none," nu; em pêlo; em pelote; como veio ao mundo; estar como Deus o deitou ao mundo; estar em couro;
          pelacho",0
4204,o amor e uma cabana,referência a relação amorosa simples e apaixonada,none,none,0
4205,obeso,,none, gordo; labumba,0
4206,objecção de consciência,,none,none,0
4207,"Ó boa, dá um beijinho ao trolha!",é um:,none,none,0
4208,obra acabada,,none,none,0
4209,obra de arte,patt:,none,none,0
4210,obra de fachada,patt:,none,none,0
4211,obra do Diabo,patt:,none,none,0
4212,obras de Santa Engrácia,obras ou actividade que nunca mais acaba,none,none,0
4213,obrigato,agradecer,none, obrigrato,0
